"objectid","AGENCY","REGULATION","DAYS","HOURS","HRS_BEGIN","HRS_END","REGDETAILS","MODIFIED","EDITOR","RPPAREA1","RPPAREA2","RPPAREA3","FID_100","LENGTH_FT","CONFLICT","ENACTED","CREATED_US","CREATED_DA","LAST_EDITE","LAST_EDI_1","HRLIMIT","CREATED_USER","CREATED_DATE","LAST_EDITED_USER","LAST_EDITED_DATE","RPP_SYM","MTAB_DATE","MTAB_MOTION","MTAB_RESO_TEXT","SYM_RPP2","GLOBALID","EXCEPTIONS","FROM_TIME","TO_TIME","shape","data_as_of","analysis_neighborhood","supervisor_district","data_loaded_at"
"2305",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5868","254","0",,,,,,"2",,,"MTA","2017-05-12 17:13:25-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.430868852 37.791240714, -122.431007558 37.791928637))","2017 May 12 05:13:25 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"7598",,"Time limited","M-F","800-1800","800","1800",,,,"L",,,"7052","402","0",,,,,,"2",,,"MTA","2017-05-12 17:13:10-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.448132537 37.782563805, -122.448350251 37.783655549))","2017 May 12 05:13:10 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"7325",,"Time limited","M-Sa","800-2300","800","2300","MON - FRI: 8AM - 6PM; SAT: 5PM - 6PM","2015-01-08 16:00:00-08:00","Mark C. Dreger","C","G",,"5668","260","0",,,,,,"2",,,"RAYNELLCOOPER","2023-04-17 12:00:41-07:00","leaf green, 2.5 pt, no dash",,,,"leaf green, 2.5 pt, no dash | 2, M-Sa, 800-2300",,"Yes. RPP holders are exempt from time limits.","8am","11pm","MULTILINESTRING ((-122.424056325 37.791002005, -122.42391364 37.790296732))","2023 Apr 17 12:00:41 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"7485",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"6035","106","0",,,,,,"2",,,"MTA","2017-05-12 17:13:26-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.444407739 37.782858932, -122.444465773 37.783145766))","2017 May 12 05:13:26 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"6487",,"Time limited","M-Sa","800-2100","800","2100",,,,"A",,,"4136","263","0",,,,,,"2",,,"MTA","2017-05-12 17:17:31-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.420469668 37.805820775, -122.420613777 37.806534335))","2017 May 12 05:17:31 PM","Russian Hill","2","2025 May 03 10:16:38 AM"
"3318",,"Time limited","M-F","800-1800","800","1800",,,,"A","K",,"4539","271","0",,,,,,"2",,,"MTA","2017-05-12 17:13:13-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.425692498 37.798233974, -122.425544232 37.797499602))","2017 May 12 05:13:13 PM","Marina","2","2025 May 03 10:16:38 AM"
"3573",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6915","412","0",,,,,,"2",,,"MTA","2017-05-12 17:13:37-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.430079323 37.795926444, -122.428670652 37.796104706))","2017 May 12 05:13:37 PM","Marina","2","2025 May 03 10:16:38 AM"
"7255",,"Time limited","M-F","900-1600","900","1600",,"2015-01-07 16:00:00-08:00","Mark C. Dreger","F",,,"5415","262","0",,,,,,"3",,,"MTA","2017-05-12 17:10:57-07:00","seville orange, 2.5 pt, dash 3:1, interval 2",,,,"seville orange, 2.5 pt, dash 3:1, interval 2 | 3, M-F, 900-1600",,"Yes. RPP holders are exempt from time limits.","9am","4pm","MULTILINESTRING ((-122.450747336 37.790322155, -122.450604149 37.789612372))","2017 May 12 05:10:57 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"7209",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7327","411","0",,,,,,"2",,,"MTA","2017-05-12 17:13:38-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.445348733 37.804493603, -122.443942758 37.804672523))","2017 May 12 05:13:38 PM","Marina","2","2025 May 03 10:16:38 AM"
"7200",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5942","409","0",,,,,,"2",,,"MTA","2017-05-12 17:13:25-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.445823429 37.790186497, -122.44442562 37.790364482))","2017 May 12 05:13:25 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"6197",,"Time limited","M-F","900-1600","900","1600",,"2015-01-07 16:00:00-08:00","Mark C. Dreger","F","G",,"6049","399","0",,,,,,"2",,,"MTA","2017-05-12 17:10:56-07:00","seville orange, 2.5 pt, no dash",,,,"seville orange, 2.5 pt, no dash | 2, M-F, 900-1600",,"Yes. RPP holders are exempt from time limits.","9am","4pm","MULTILINESTRING ((-122.448841468 37.789694501, -122.447476786 37.789868243))","2017 May 12 05:10:56 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"6310",,"Time limited","M-Sa","700-1800","700","1800",,"2015-01-08 16:00:00-08:00","Mark C. Dreger",,,,"622","396","0",,,,"mta","1442448000000","1",,,"MTA","2017-05-12 17:13:28-07:00",,,,,,,"None. Regulation applies to all vehicles.","7am","6pm","MULTILINESTRING ((-122.427701534 37.785772602, -122.426348244 37.785942065))","2017 May 12 05:13:28 PM","Japantown","2","2025 May 03 10:16:38 AM"
"6098",,"Time limited","M-F","800-1800","800","1800",,,,"G","K",,"5809","267","0",,,,,,"2",,,"MTA","2017-05-12 17:13:38-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.436480738 37.793963019, -122.436334371 37.793240244))","2017 May 12 05:13:38 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"6097",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"6030","133","0",,,,,,"2",,,"MTA","2017-05-12 17:13:23-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.4413944 37.783997732, -122.441320933 37.783635876))","2017 May 12 05:13:23 PM","Japantown","2","2025 May 03 10:16:38 AM"
"6085",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7402","409","0",,,,,,"2",,,"MTA","2017-05-12 17:13:02-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.44345585 37.803669658, -122.442057922 37.803847533))","2017 May 12 05:13:02 PM","Marina","2","2025 May 03 10:16:38 AM"
"6696",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6793","274","0",,,,,,"2",,,"MTA","2017-05-12 17:13:28-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.436997777 37.795844912, -122.436847399 37.795102842))","2017 May 12 05:13:28 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"7142",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"6006","272","0",,,,,,"2",,,"MTA","2017-05-12 17:13:25-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.444932708 37.785457525, -122.444784331 37.784720168))","2017 May 12 05:13:25 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"7187",,"Time limited","M-F","800-1800","800","1800",,,,"K","M",,"7166","332","0",,,,,,"2",,,"MTA","2017-05-12 17:12:58-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.427641964 37.801848566, -122.426506184 37.801993123))","2017 May 12 05:12:58 PM","Marina","2","2025 May 03 10:16:38 AM"
"7173",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7179","442","0",,,,,,"2",,,"MTA","2017-05-12 17:13:14-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.436458849 37.802534963, -122.436423154 37.80254978, -122.434952296 37.802738788))","2017 May 12 05:13:14 PM","Marina","2","2025 May 03 10:16:38 AM"
"5816",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6827","309","0",,,,,,"2",,,"MTA","2017-05-12 17:13:00-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.435394823 37.798958979, -122.434338376 37.799093569))","2017 May 12 05:13:00 PM","Marina","2","2025 May 03 10:16:38 AM"
"5765",,"Time limited","M-F","800-1800","800","1800",,,,"G","K",,"5827","411","0",,,,,,"2",,,"MTA","2017-05-12 17:13:25-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.429860175 37.794833805, -122.428454691 37.795013471))","2017 May 12 05:13:25 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"2862",,"Time limited","M-Sa","900-1800","900","1800",,,,"R",,,"9652","103","0",,,,,,"2",,,"MTA","2017-05-12 17:13:14-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 900-1800",,"Yes. RPP holders are exempt from time limits.","9am","6pm","MULTILINESTRING ((-122.422454446 37.783079098, -122.422397741 37.782798661))","2017 May 12 05:13:14 PM","Western Addition","2","2025 May 03 10:16:38 AM"
"5972",,"Time limited","M-F","900-1600","900","1600",,"2015-01-07 16:00:00-08:00","Mark C. Dreger","F",,,"5429","408","0",,,,,,"2",,,"MTA","2017-05-12 17:10:56-07:00","seville orange, 2.5 pt, no dash",,,,"seville orange, 2.5 pt, no dash | 2, M-F, 900-1600",,"Yes. RPP holders are exempt from time limits.","9am","4pm","MULTILINESTRING ((-122.451990073 37.788400918, -122.450597175 37.788578294))","2017 May 12 05:10:56 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"5965",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5771","280","0",,,,,,"2",,,"MTA","2017-05-12 17:13:01-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.436095025 37.792330235, -122.4351384 37.79245173))","2017 May 12 05:13:01 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"5948",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5788","171","0",,,,,,"2",,,"MTA","2017-05-12 17:13:37-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.440887264 37.790660884, -122.440793191 37.790196239))","2017 May 12 05:13:37 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"5833",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6682","414","0",,,,,,"3",,,"MTA","2017-05-12 17:13:36-07:00","lapis lazuli, 2.5 pt, dash 3:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1, interval 2 | 3, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.44492776 37.794030267, -122.4435129 37.794210338))","2017 May 12 05:13:36 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"5656",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5773","410","0",,,,,,"2",,,"MTA","2017-05-12 17:13:03-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.437735901 37.792121818, -122.436333573 37.792299936))","2017 May 12 05:13:03 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"5641",,"Time limited","M-F","800-1800","800","1800",,,,"G","K",,"6073","412","0",,,,,,"2",,,"MTA","2017-05-12 17:13:25-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.436631755 37.794977798, -122.435225432 37.795156558))","2017 May 12 05:13:25 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"5753",,"Time limited","M-F","800-1800","800","1800",,,,"F","G",,"5933","337","0",,,,,,"2",,,"MTA","2017-05-12 17:13:39-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.447198396 37.789900116, -122.446048852 37.790050022))","2017 May 12 05:13:39 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"2570",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6938","276","0",,,,,,"2",,,"MTA","2017-05-12 17:13:38-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.435349304 37.796057482, -122.435197842 37.795307845))","2017 May 12 05:13:38 PM","Marina","2","2025 May 03 10:16:38 AM"
"1951",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5759","404","0",,,,,,"2",,,"MTA","2017-05-12 17:13:27-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.437177977 37.789493202, -122.435795903 37.789667855))","2017 May 12 05:13:27 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"1947",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7170","259","0",,,,,,"2",,,"MTA","2017-05-12 17:13:37-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.435499786 37.800972615, -122.434616049 37.801085155, -122.434618911 37.80108479))","2017 May 12 05:13:37 PM","Marina","2","2025 May 03 10:16:38 AM"
"2647",,"Time limited","M-Sa","800-2300","800","2300","MON - FRI: 8AM - 11PM; SAT: 5PM - 11PM","2015-01-08 16:00:00-08:00","Mark C. Dreger","G",,,"5664","410","0",,,,,,"2",,,"MTA","2017-05-12 17:19:20-07:00","leaf green, 2.5 pt, no dash",,,,"leaf green, 2.5 pt, no dash | 2, M-Sa, 800-2300",,"Yes. RPP holders are exempt from time limits.","8am","11pm","MULTILINESTRING ((-122.425696062 37.790941637, -122.424295482 37.791120078))","2017 May 12 05:19:20 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"154",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7320","413","0",,,,,,"2",,,"MTA","2017-05-12 17:13:37-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.443660194 37.804600224, -122.442247374 37.804780469))","2017 May 12 05:13:37 PM","Marina","2","2025 May 03 10:16:38 AM"
"1735",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5756","409","0",,,,,,"2",,,"MTA","2017-05-12 17:13:28-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.437354529 37.790256303, -122.435955989 37.790434243))","2017 May 12 05:13:28 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"2233",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6695","276","0",,,,,,"3",,,"MTA","2017-05-12 17:13:38-07:00","lapis lazuli, 2.5 pt, dash 3:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1, interval 2 | 3, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.445514882 37.796681641, -122.445364488 37.795932274))","2017 May 12 05:13:38 PM","Marina","2","2025 May 03 10:16:38 AM"
"259",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7246","238","0",,,,,,"2",,,"MTA","2017-05-12 17:13:15-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.441233265 37.804582834, -122.441103782 37.803937177))","2017 May 12 05:13:15 PM","Marina","2","2025 May 03 10:16:38 AM"
"1758",,"Time limited","M-Su","800-2100","800","2100",,"2015-01-08 16:00:00-08:00","Mark C. Dreger","G",,,"1252","369","0",,,,,,"2",,,"MTA","2017-05-12 17:17:38-07:00","malachite green, 2.5 pt, no dash",,,,"malachite green, 2.5 pt, no dash | 2, M-Su, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.426222194 37.785355218, -122.424961181 37.785513112))","2017 May 12 05:17:38 PM","Japantown","2","2025 May 03 10:16:38 AM"
"6811",,"Time limited","M-Sa","800-2100","800","2100",,,,"A",,,"4113","299","0",,,,,,"2",,,"MTA","2017-05-12 17:17:39-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.421435253 37.802820614, -122.421583993 37.8036341))","2017 May 12 05:17:39 PM","Russian Hill","2","2025 May 03 10:16:38 AM"
"1139",,"Time limited","M-F","800-1800","800","1800",,,,"P",,,"7971","274","0",,,,,,"2",,,"MTA","2017-05-12 17:13:38-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.441448013 37.782084594, -122.441298076 37.781342448))","2017 May 12 05:13:38 PM","Western Addition","2","2025 May 03 10:16:38 AM"
"1136",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5805","115","0",,,,,,"2",,,"MTA","2017-05-12 17:12:59-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.432918769 37.793159366, -122.432981807 37.793470328))","2017 May 12 05:12:59 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"1127",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5671","184","0",,,,,,"2",,,"MTA","2017-05-12 17:13:26-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.425794248 37.791171827, -122.425895011 37.791671341))","2017 May 12 05:13:26 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"1412",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7275","334","0",,,,,,"2",,,"MTA","2017-05-12 17:13:23-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.437942052 37.802473179, -122.437876778 37.802438895, -122.437814058 37.802395026, -122.437756043 37.802340482, -122.437709646 37.802280241, -122.437664792 37.802187577, -122.437648514 37.802118458, -122.437626905 37.802009986, -122.437599208 37.801872681, -122.437578818 37.801771606, -122.43756651 37.801710588, -122.437554821 37.801645683))","2017 May 12 05:13:23 PM","Marina","2","2025 May 03 10:16:38 AM"
"1346",,"Time limited","M-F","800-1800","800","1800",,,,"P",,,"7992","226","0",,,,,,"2",,,"MTA","2017-05-12 17:13:14-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.444637084 37.78111286, -122.444760276 37.781063223, -122.444875793 37.781023558, -122.444977358 37.780993747, -122.445118031 37.78096278, -122.445214736 37.780947664, -122.445359161 37.780933547, -122.44537889 37.780933901))","2017 May 12 05:13:14 PM","Lone Mountain/USF","2","2025 May 03 10:16:38 AM"
"4740",,"Time limited","M-F","800-1800","800","1800",,,,"K","M",,"6866","103","0",,,,,,"2",,,"MTA","2017-05-12 17:13:26-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.432661012 37.800132693, -122.432663316 37.800117765, -122.432610421 37.799852467))","2017 May 12 05:13:26 PM","Marina","2","2025 May 03 10:16:38 AM"
"4081",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5966","258","0",,,,,,"2",,,"MTA","2017-05-12 17:13:37-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.44416683 37.789355411, -122.444025409 37.788655447))","2017 May 12 05:13:37 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"4980",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5792","252","0",,,,,,"2",,,"MTA","2017-05-12 17:13:37-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.43642859 37.793034785, -122.436290394 37.792352357))","2017 May 12 05:13:37 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
